"ssoid","create_time","evaluation_id","evaluation_type","ex","ey","time"
"1134605055","2025-09-18 14:52:51.000","224287","0","87.7917","148.9297","2025-09-18 14:52:40:581"
"1134605055","2025-09-18 14:52:51.000","224287","0","88.5951","144.0456","2025-09-18 14:52:40:599"
"1134605055","2025-09-18 14:52:51.000","224287","0","89.7083","137.5833","2025-09-18 14:52:40:614"
"1134605055","2025-09-18 14:52:51.000","224287","0","91.0687","128.9255","2025-09-18 14:52:40:632"
"1134605055","2025-09-18 14:52:51.000","224287","0","92.3558","122.1009","2025-09-18 14:52:40:648"
"1134605055","2025-09-18 14:52:51.000","224287","0","92.835","119.2435","2025-09-18 14:52:40:665"
"1134605055","2025-09-18 14:52:51.000","224287","0","93.5508","116.2966","2025-09-18 14:52:40:681"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.4277","112.4766","2025-09-18 14:52:40:698"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.5833","110.2083","2025-09-18 14:52:40:715"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.75","107.0589","2025-09-18 14:52:40:732"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","105.2367","2025-09-18 14:52:40:750"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","103.4814","2025-09-18 14:52:40:765"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","102.6299","2025-09-18 14:52:40:782"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","101.9899","2025-09-18 14:52:40:799"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","101.2083","2025-09-18 14:52:40:814"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","100.7152","2025-09-18 14:52:40:833"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","100.1878","2025-09-18 14:52:40:848"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","99.6605","2025-09-18 14:52:40:866"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","99.3158","2025-09-18 14:52:40:882"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","99.0527","2025-09-18 14:52:40:899"
"1134605055","2025-09-18 14:52:51.000","224287","0","94.8333","98.875","2025-09-18 14:52:40:915"
"1134605055","2025-09-18 14:52:51.000","224287","0","90.5254","102.4574","2025-09-18 14:52:40:984"
"1134605055","2025-09-18 14:52:51.000","224287","0","84.8477","108.319","2025-09-18 14:52:41:000"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.375","113.5417","2025-09-18 14:52:41:016"
"1134605055","2025-09-18 14:52:51.000","224287","0","73.1159","118.7787","2025-09-18 14:52:41:035"
"1134605055","2025-09-18 14:52:51.000","224287","0","69.3529","124.3945","2025-09-18 14:52:41:053"
"1134605055","2025-09-18 14:52:51.000","224287","0","65.3626","129.2275","2025-09-18 14:52:41:067"
"1134605055","2025-09-18 14:52:51.000","224287","0","61.1673","133.7494","2025-09-18 14:52:41:083"
"1134605055","2025-09-18 14:52:51.000","224287","0","56.5505","137.5163","2025-09-18 14:52:41:100"
"1134605055","2025-09-18 14:52:51.000","224287","0","53.0417","140.4583","2025-09-18 14:52:41:116"
"1134605055","2025-09-18 14:52:51.000","224287","0","51.2402","141.8691","2025-09-18 14:52:41:135"
"1134605055","2025-09-18 14:52:51.000","224287","0","50.0495","143.1882","2025-09-18 14:52:41:150"
"1134605055","2025-09-18 14:52:51.000","224287","0","48.557","145.1143","2025-09-18 14:52:41:168"
"1134605055","2025-09-18 14:52:51.000","224287","0","47.4066","146.9831","2025-09-18 14:52:41:184"
"1134605055","2025-09-18 14:52:51.000","224287","0","46.2184","149.0635","2025-09-18 14:52:41:202"
"1134605055","2025-09-18 14:52:51.000","224287","0","45.4167","150.2083","2025-09-18 14:52:41:217"
"1134605055","2025-09-18 14:52:51.000","224287","0","44.9668","151.1745","2025-09-18 14:52:41:235"
"1134605055","2025-09-18 14:52:51.000","224287","0","44.4411","151.9632","2025-09-18 14:52:41:250"
"1134605055","2025-09-18 14:52:51.000","224287","0","43.7438","153.0104","2025-09-18 14:52:41:269"
"1134605055","2025-09-18 14:52:51.000","224287","0","42.8558","154.1595","2025-09-18 14:52:41:283"
"1134605055","2025-09-18 14:52:51.000","224287","0","41.9173","155.3604","2025-09-18 14:52:41:302"
"1134605055","2025-09-18 14:52:51.000","224287","0","41.25","156.125","2025-09-18 14:52:41:317"
"1134605055","2025-09-18 14:52:51.000","224287","0","41.1097","156.3903","2025-09-18 14:52:41:335"
"1134605055","2025-09-18 14:52:51.000","224287","0","40.9167","156.6563","2025-09-18 14:52:41:350"
"1134605055","2025-09-18 14:52:51.000","224287","0","40.9167","156.7083","2025-09-18 14:52:41:369"
"1134605055","2025-09-18 14:52:51.000","224287","0","40.7181","157.0479","2025-09-18 14:52:41:384"
"1134605055","2025-09-18 14:52:51.000","224287","0","40.5833","157.3633","2025-09-18 14:52:41:404"
"1134605055","2025-09-18 14:52:51.000","224287","0","40.375","157.625","2025-09-18 14:52:41:417"
"1134605055","2025-09-18 14:52:51.000","224287","0","40.25","157.8896","2025-09-18 14:52:41:434"
"1134605055","2025-09-18 14:52:51.000","224287","0","40.25","158.1546","2025-09-18 14:52:41:450"
"1134605055","2025-09-18 14:52:51.000","224287","0","40.25","158.2083","2025-09-18 14:52:41:468"
"1134605055","2025-09-18 14:52:51.000","224287","0","40.1667","157.8561","2025-09-18 14:52:41:501"
"1134605055","2025-09-18 14:52:51.000","224287","0","39.875","155.5417","2025-09-18 14:52:41:517"
"1134605055","2025-09-18 14:52:51.000","224287","0","40.1387","149.2236","2025-09-18 14:52:41:534"
"1134605055","2025-09-18 14:52:51.000","224287","0","41.8529","141.2259","2025-09-18 14:52:41:551"
"1134605055","2025-09-18 14:52:51.000","224287","0","43.8535","131.3164","2025-09-18 14:52:41:569"
"1134605055","2025-09-18 14:52:51.000","224287","0","46.0713","121.8493","2025-09-18 14:52:41:584"
"1134605055","2025-09-18 14:52:51.000","224287","0","48.3239","114.4743","2025-09-18 14:52:41:601"
"1134605055","2025-09-18 14:52:51.000","224287","0","50.4583","107.3333","2025-09-18 14:52:41:617"
"1134605055","2025-09-18 14:52:51.000","224287","0","52.4189","100.7064","2025-09-18 14:52:41:635"
"1134605055","2025-09-18 14:52:51.000","224287","0","53.0641","97.9105","2025-09-18 14:52:41:651"
"1134605055","2025-09-18 14:52:51.000","224287","0","53.7666","94.8447","2025-09-18 14:52:41:668"
"1134605055","2025-09-18 14:52:51.000","224287","0","54.7314","90.0101","2025-09-18 14:52:41:684"
"1134605055","2025-09-18 14:52:51.000","224287","0","55.5798","85.6484","2025-09-18 14:52:41:701"
"1134605055","2025-09-18 14:52:51.000","224287","0","56.4583","81.375","2025-09-18 14:52:41:718"
"1134605055","2025-09-18 14:52:51.000","224287","0","57.6589","77.8571","2025-09-18 14:52:41:734"
"1134605055","2025-09-18 14:52:51.000","224287","0","58.4808","75.1605","2025-09-18 14:52:41:752"
"1134605055","2025-09-18 14:52:51.000","224287","0","58.7533","73.8099","2025-09-18 14:52:41:768"
"1134605055","2025-09-18 14:52:51.000","224287","0","59.2015","71.3428","2025-09-18 14:52:41:785"
"1134605055","2025-09-18 14:52:51.000","224287","0","61.5983","66.2705","2025-09-18 14:52:41:801"
"1134605055","2025-09-18 14:52:51.000","224287","0","65.1667","60.2917","2025-09-18 14:52:41:818"
"1134605055","2025-09-18 14:52:51.000","224287","0","68.6338","55.3408","2025-09-18 14:52:41:834"
"1134605055","2025-09-18 14:52:51.000","224287","0","72.6488","51.2679","2025-09-18 14:52:41:852"
"1134605055","2025-09-18 14:52:51.000","224287","0","76.0322","47.971","2025-09-18 14:52:41:868"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.1514","45.5817","2025-09-18 14:52:41:884"
"1134605055","2025-09-18 14:52:51.000","224287","0","79.2113","43.8594","2025-09-18 14:52:41:901"
"1134605055","2025-09-18 14:52:51.000","224287","0","79.625","42.5833","2025-09-18 14:52:41:918"
"1134605055","2025-09-18 14:52:51.000","224287","0","79.5234","41.6764","2025-09-18 14:52:41:934"
"1134605055","2025-09-18 14:52:51.000","224287","0","79.2601","40.5404","2025-09-18 14:52:41:952"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.9922","39.5596","2025-09-18 14:52:41:969"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.6488","39.0654","2025-09-18 14:52:41:986"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.3024","38.6357","2025-09-18 14:52:42:002"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.1667","38.375","2025-09-18 14:52:42:018"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.0833","38.1051","2025-09-18 14:52:42:035"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.0833","38.0417","2025-09-18 14:52:42:052"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.0833","38","2025-09-18 14:52:42:067"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.0833","37.875","2025-09-18 14:52:42:085"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.0833","37.7083","2025-09-18 14:52:42:101"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.0833","37.6667","2025-09-18 14:52:42:135"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.0833","37.5417","2025-09-18 14:52:42:152"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.0833","37.3268","2025-09-18 14:52:42:169"
"1134605055","2025-09-18 14:52:51.000","224287","0","78.0833","36.7705","2025-09-18 14:52:42:186"
"1134605055","2025-09-18 14:52:51.000","224287","0","79.0176","35.2484","2025-09-18 14:52:42:202"
"1134605055","2025-09-18 14:52:51.000","224287","0","80.5","33.375","2025-09-18 14:52:42:218"
"1134605055","2025-09-18 14:52:51.000","224287","0","82.4219","31.9753","2025-09-18 14:52:42:235"
"1134605055","2025-09-18 14:52:51.000","224287","0","84.0397","30.9456","2025-09-18 14:52:42:252"
"1134605055","2025-09-18 14:52:51.000","224287","0","85.4486","30.1475","2025-09-18 14:52:42:269"
"1134605055","2025-09-18 14:52:51.000","224287","0","86.6712","29.3509","2025-09-18 14:52:42:286"
"1134605055","2025-09-18 14:52:51.000","224287","0","87.9421","28.7181","2025-09-18 14:52:42:302"
"1134605055","2025-09-18 14:52:51.000","224287","0","89.945","27.4873","2025-09-18 14:52:42:319"
"1134605055","2025-09-18 14:52:51.000","224287","0","93.1885","25.7197","2025-09-18 14:52:42:335"
"1134605055","2025-09-18 14:52:51.000","224287","0","99.4372","22.666","2025-09-18 14:52:42:353"
"1134605055","2025-09-18 14:52:51.000","224287","0","104.0993","20.8753","2025-09-18 14:52:42:369"
"1134605055","2025-09-18 14:52:51.000","224287","0","107.2461","19.5853","2025-09-18 14:52:42:386"
"1134605055","2025-09-18 14:52:51.000","224287","0","110.3379","18.1644","2025-09-18 14:52:42:403"
"1134605055","2025-09-18 14:52:51.000","224287","0","114.375","16.1667","2025-09-18 14:52:42:419"
"1134605055","2025-09-18 14:52:51.000","224287","0","118.348","14.0563","2025-09-18 14:52:42:436"
"1134605055","2025-09-18 14:52:51.000","224287","0","121.8584","12.2009","2025-09-18 14:52:42:453"
"1134605055","2025-09-18 14:52:51.000","224287","0","125.0322","10.4372","2025-09-18 14:52:42:469"
"1134605055","2025-09-18 14:52:51.000","224287","0","126.8988","9.415","2025-09-18 14:52:42:487"
"1134605055","2025-09-18 14:52:51.000","224287","0","127.9427","8.8438","2025-09-18 14:52:42:503"
"1134605055","2025-09-18 14:52:51.000","224287","0","128.5212","8.4789","2025-09-18 14:52:42:520"
"1134605055","2025-09-18 14:52:51.000","224287","0","128.8981","8.3333","2025-09-18 14:52:42:536"
"1134605055","2025-09-18 14:52:51.000","224287","0","129.0801","8.25","2025-09-18 14:52:42:554"
"1134605055","2025-09-18 14:52:51.000","224287","0","129.1699","8.1634","2025-09-18 14:52:42:570"
"1134605055","2025-09-18 14:52:51.000","224287","0","129.4408","8.0833","2025-09-18 14:52:42:587"
"1134605055","2025-09-18 14:52:51.000","224287","0","129.5417","8.0833","2025-09-18 14:52:42:604"
"1134605055","2025-09-18 14:52:51.000","224287","0","129.7083","8.0833","2025-09-18 14:52:42:620"
"1134605055","2025-09-18 14:52:51.000","224287","0","129.9665","7.7002","2025-09-18 14:52:42:724"
"1134605055","2025-09-18 14:52:51.000","224287","0","130.1449","7.2936","2025-09-18 14:52:42:739"
"1134605055","2025-09-18 14:52:51.000","224287","0","130.4128","6.8412","2025-09-18 14:52:42:758"
"1134605055","2025-09-18 14:52:51.000","224287","0","131.0352","6.1315","2025-09-18 14:52:42:771"
"1134605055","2025-09-18 14:52:51.000","224287","0","132.1396","5.027","2025-09-18 14:52:42:789"
"1134605055","2025-09-18 14:52:51.000","224287","0","133.8539","4.2175","2025-09-18 14:52:42:804"
"1134605055","2025-09-18 14:52:51.000","224287","0","135.4902","3.6423","2025-09-18 14:52:42:822"
"1134605055","2025-09-18 14:52:51.000","224287","0","137.1592","3.4167","2025-09-18 14:52:42:837"
"1134605055","2025-09-18 14:52:51.000","224287","0","138.5072","3.4167","2025-09-18 14:52:42:855"
"1134605055","2025-09-18 14:52:51.000","224287","0","139.7197","3.4167","2025-09-18 14:52:42:871"
"1134605055","2025-09-18 14:52:51.000","224287","0","140.7793","3.4167","2025-09-18 14:52:42:889"
"1134605055","2025-09-18 14:52:51.000","224287","0","142.1214","3.4167","2025-09-18 14:52:42:905"
"1134605055","2025-09-18 14:52:51.000","224287","0","143.1078","3.4167","2025-09-18 14:52:42:923"
"1134605055","2025-09-18 14:52:51.000","224287","0","143.6468","3.4167","2025-09-18 14:52:42:938"
"1134605055","2025-09-18 14:52:51.000","224287","0","144.0843","3.4167","2025-09-18 14:52:42:957"
"1134605055","2025-09-18 14:52:51.000","224287","0","144.3477","3.4167","2025-09-18 14:52:42:972"
"1134605055","2025-09-18 14:52:51.000","224287","0","144.5417","3.4167","2025-09-18 14:52:42:991"
"1134605055","2025-09-18 14:52:51.000","224287","0","144.7917","3.4167","2025-09-18 14:52:43:005"
"1134605055","2025-09-18 14:52:51.000","224287","0","144.9583","3.4167","2025-09-18 14:52:43:023"
"1134605055","2025-09-18 14:52:51.000","224287","0","145.1751","3.4167","2025-09-18 14:52:43:088"
"1134605055","2025-09-18 14:52:51.000","224287","0","145.4701","3.5534","2025-09-18 14:52:43:125"
"1134605055","2025-09-18 14:52:51.000","224287","0","145.7305","3.7305","2025-09-18 14:52:43:139"
"1134605055","2025-09-18 14:52:51.000","224287","0","146.4925","4.4105","2025-09-18 14:52:43:157"
"1134605055","2025-09-18 14:52:51.000","224287","0","148.0228","5.9242","2025-09-18 14:52:43:171"
"1134605055","2025-09-18 14:52:51.000","224287","0","150.1654","8.5085","2025-09-18 14:52:43:190"
"1134605055","2025-09-18 14:52:51.000","224287","0","152.4583","11.7083","2025-09-18 14:52:43:204"
"1134605055","2025-09-18 14:52:51.000","224287","0","155.3167","16.2669","2025-09-18 14:52:43:223"
"1134605055","2025-09-18 14:52:51.000","224287","0","157.3109","19.6748","2025-09-18 14:52:43:238"
"1134605055","2025-09-18 14:52:51.000","224287","0","159.7471","22.6634","2025-09-18 14:52:43:258"
"1134605055","2025-09-18 14:52:51.000","224287","0","164.417","26.6836","2025-09-18 14:52:43:271"
"1134605055","2025-09-18 14:52:51.000","224287","0","169.654","30.2197","2025-09-18 14:52:43:289"
"1134605055","2025-09-18 14:52:51.000","224287","0","175.5417","34.1667","2025-09-18 14:52:43:305"
"1134605055","2025-09-18 14:52:51.000","224287","0","180.4258","37.7992","2025-09-18 14:52:43:324"
"1134605055","2025-09-18 14:52:51.000","224287","0","185.5365","40.9349","2025-09-18 14:52:43:338"
"1134605055","2025-09-18 14:52:51.000","224287","0","190.5335","43.349","2025-09-18 14:52:43:357"
"1134605055","2025-09-18 14:52:51.000","224287","0","194.8464","45.7148","2025-09-18 14:52:43:372"
"1134605055","2025-09-18 14:52:51.000","224287","0","197.1875","47.1354","2025-09-18 14:52:43:388"
"1134605055","2025-09-18 14:52:51.000","224287","0","198.125","47.75","2025-09-18 14:52:43:405"
"1134605055","2025-09-18 14:52:51.000","224287","0","199.3766","48.4261","2025-09-18 14:52:43:422"
"1134605055","2025-09-18 14:52:51.000","224287","0","200.3024","49.0524","2025-09-18 14:52:43:438"
"1134605055","2025-09-18 14:52:51.000","224287","0","201.2562","49.7539","2025-09-18 14:52:43:456"
"1134605055","2025-09-18 14:52:51.000","224287","0","202.3851","50.8018","2025-09-18 14:52:43:473"
"1134605055","2025-09-18 14:52:51.000","224287","0","203.8281","52.1615","2025-09-18 14:52:43:489"
"1134605055","2025-09-18 14:52:51.000","224287","0","206.4167","54.4583","2025-09-18 14:52:43:505"
"1134605055","2025-09-18 14:52:51.000","224287","0","209.6494","57.9577","2025-09-18 14:52:43:522"
"1134605055","2025-09-18 14:52:51.000","224287","0","213.498","61.5814","2025-09-18 14:52:43:539"
"1134605055","2025-09-18 14:52:51.000","224287","0","216.8548","64.6846","2025-09-18 14:52:43:556"
"1134605055","2025-09-18 14:52:51.000","224287","0","219.8138","67.1178","2025-09-18 14:52:43:573"
"1134605055","2025-09-18 14:52:51.000","224287","0","221.9059","68.7627","2025-09-18 14:52:43:589"
"1134605055","2025-09-18 14:52:51.000","224287","0","223.9583","70.25","2025-09-18 14:52:43:606"
"1134605055","2025-09-18 14:52:51.000","224287","0","225.3939","71.2539","2025-09-18 14:52:43:622"
"1134605055","2025-09-18 14:52:51.000","224287","0","226.5339","71.8919","2025-09-18 14:52:43:638"
"1134605055","2025-09-18 14:52:51.000","224287","0","227.6012","72.6846","2025-09-18 14:52:43:656"
"1134605055","2025-09-18 14:52:51.000","224287","0","228.0166","73.0166","2025-09-18 14:52:43:672"
"1134605055","2025-09-18 14:52:51.000","224287","0","228.2777","73.2777","2025-09-18 14:52:43:689"
"1134605055","2025-09-18 14:52:51.000","224287","0","228.4583","73.25","2025-09-18 14:52:43:707"
"1134605055","2025-09-18 14:52:51.000","224287","0","228.5","73.25","2025-09-18 14:52:43:824"
"1134605055","2025-09-18 14:52:51.000","224287","0","229.0306","72.626","2025-09-18 14:52:44:159"
"1134605055","2025-09-18 14:52:51.000","224287","0","231.7728","69.5983","2025-09-18 14:52:44:177"
"1134605055","2025-09-18 14:52:51.000","224287","0","236.2331","63.666","2025-09-18 14:52:44:194"
"1134605055","2025-09-18 14:52:51.000","224287","0","240.4678","58.0674","2025-09-18 14:52:44:209"
"1134605055","2025-09-18 14:52:51.000","224287","0","244.6266","53.2689","2025-09-18 14:52:44:225"
"1134605055","2025-09-18 14:52:51.000","224287","0","248.1143","49.3066","2025-09-18 14:52:44:241"
"1134605055","2025-09-18 14:52:51.000","224287","0","251.888","45.612","2025-09-18 14:52:44:258"
"1134605055","2025-09-18 14:52:51.000","224287","0","257.015","40.3001","2025-09-18 14:52:44:275"
"1134605055","2025-09-18 14:52:51.000","224287","0","261.4245","34.944","2025-09-18 14:52:44:291"
"1134605055","2025-09-18 14:52:51.000","224287","0","265.1667","30.75","2025-09-18 14:52:44:310"
"1134605055","2025-09-18 14:52:51.000","224287","0","267.8177","28.2396","2025-09-18 14:52:44:325"
"1134605055","2025-09-18 14:52:51.000","224287","0","272.0436","25.0267","2025-09-18 14:52:44:341"
"1134605055","2025-09-18 14:52:51.000","224287","0","278.1719","22.6654","2025-09-18 14:52:44:358"
"1134605055","2025-09-18 14:52:51.000","224287","0","283.697","20.9841","2025-09-18 14:52:44:375"
"1134605055","2025-09-18 14:52:51.000","224287","0","287.8402","19.9622","2025-09-18 14:52:44:391"
"1134605055","2025-09-18 14:52:51.000","224287","0","292","19.125","2025-09-18 14:52:44:409"
"1134605055","2025-09-18 14:52:51.000","224287","0","297.5778","17.6403","2025-09-18 14:52:44:424"
"1134605055","2025-09-18 14:52:51.000","224287","0","301.1895","16.7236","2025-09-18 14:52:44:442"
"1134605055","2025-09-18 14:52:51.000","224287","0","304.2074","15.7399","2025-09-18 14:52:44:458"
"1134605055","2025-09-18 14:52:51.000","224287","0","307.3376","14.5121","2025-09-18 14:52:44:475"
"1134605055","2025-09-18 14:52:51.000","224287","0","309.7246","13.193","2025-09-18 14:52:44:491"
"1134605055","2025-09-18 14:52:51.000","224287","0","310.6634","12.7933","2025-09-18 14:52:44:510"
"1134605055","2025-09-18 14:52:51.000","224287","0","310.9694","12.5306","2025-09-18 14:52:44:525"
"1134605055","2025-09-18 14:52:51.000","224287","0","311.2367","12.5","2025-09-18 14:52:44:542"
"1134605055","2025-09-18 14:52:51.000","224287","0","311.5003","12.5","2025-09-18 14:52:44:558"
"1134605055","2025-09-18 14:52:51.000","224287","0","311.5882","12.5","2025-09-18 14:52:44:578"
"1134605055","2025-09-18 14:52:51.000","224287","0","311.7083","12.5","2025-09-18 14:52:44:592"
"1134605055","2025-09-18 14:52:51.000","224287","0","311.75","12.5","2025-09-18 14:52:44:675"
"1134605055","2025-09-18 14:52:51.000","224287","0","311.75","13.2917","2025-09-18 14:52:44:926"
"1134605055","2025-09-18 14:52:51.000","224287","0","311.5316","15.3418","2025-09-18 14:52:44:945"
"1134605055","2025-09-18 14:52:51.000","224287","0","310.6657","18.6699","2025-09-18 14:52:44:959"
"1134605055","2025-09-18 14:52:51.000","224287","0","309.3138","22.5","2025-09-18 14:52:44:982"
"1134605055","2025-09-18 14:52:51.000","224287","0","306.2487","27.4743","2025-09-18 14:52:44:994"
"1134605055","2025-09-18 14:52:51.000","224287","0","302.75","32.0833","2025-09-18 14:52:45:013"
"1134605055","2025-09-18 14:52:51.000","224287","0","299.7363","36.9925","2025-09-18 14:52:45:026"
"1134605055","2025-09-18 14:52:51.000","224287","0","296.9818","40.9795","2025-09-18 14:52:45:046"
"1134605055","2025-09-18 14:52:51.000","224287","0","294.1725","45.4912","2025-09-18 14:52:45:060"
"1134605055","2025-09-18 14:52:51.000","224287","0","291.2415","50.9333","2025-09-18 14:52:45:077"
"1134605055","2025-09-18 14:52:51.000","224287","0","287.5238","58.4834","2025-09-18 14:52:45:093"
"1134605055","2025-09-18 14:52:51.000","224287","0","283.875","65.125","2025-09-18 14:52:45:109"
"1134605055","2025-09-18 14:52:51.000","224287","0","280.3854","70.0329","2025-09-18 14:52:45:126"
"1134605055","2025-09-18 14:52:51.000","224287","0","277.3773","75.3551","2025-09-18 14:52:45:143"
"1134605055","2025-09-18 14:52:51.000","224287","0","274.1631","82.3418","2025-09-18 14:52:45:159"
"1134605055","2025-09-18 14:52:51.000","224287","0","271.3428","88.3304","2025-09-18 14:52:45:178"
"1134605055","2025-09-18 14:52:51.000","224287","0","269.5482","92.1833","2025-09-18 14:52:45:193"
"1134605055","2025-09-18 14:52:51.000","224287","0","265.9603","98.7881","2025-09-18 14:52:45:210"
"1134605055","2025-09-18 14:52:51.000","224287","0","261.0967","106.2591","2025-09-18 14:52:45:227"
"1134605055","2025-09-18 14:52:51.000","224287","0","256.2311","112.7282","2025-09-18 14:52:45:243"
"1134605055","2025-09-18 14:52:51.000","224287","0","252.1514","119.2796","2025-09-18 14:52:45:259"
"1134605055","2025-09-18 14:52:51.000","224287","0","248.2754","127.4297","2025-09-18 14:52:45:276"
"1134605055","2025-09-18 14:52:51.000","224287","0","245.3591","134.0042","2025-09-18 14:52:45:293"
"1134605055","2025-09-18 14:52:51.000","224287","0","241.7917","141.1667","2025-09-18 14:52:45:310"
"1134605055","2025-09-18 14:52:51.000","224287","0","238.361","148.3613","2025-09-18 14:52:45:328"
"1134605055","2025-09-18 14:52:51.000","224287","0","234.6064","154.4971","2025-09-18 14:52:45:343"
"1134605055","2025-09-18 14:52:51.000","224287","0","231.8301","158.0046","2025-09-18 14:52:45:361"
"1134605055","2025-09-18 14:52:51.000","224287","0","230.0778","160.4814","2025-09-18 14:52:45:377"
"1134605055","2025-09-18 14:52:51.000","224287","0","228.8942","162.2422","2025-09-18 14:52:45:394"
"1134605055","2025-09-18 14:52:51.000","224287","0","228.0833","163.3333","2025-09-18 14:52:45:410"
"1134605055","2025-09-18 14:52:51.000","224287","0","227.6338","164.2578","2025-09-18 14:52:45:427"
"1134605055","2025-09-18 14:52:51.000","224287","0","227.4167","164.7367","2025-09-18 14:52:45:443"
"1134605055","2025-09-18 14:52:51.000","224287","0","227.4167","164.7917","2025-09-18 14:52:45:461"
"1134605055","2025-09-18 14:52:51.000","224287","0","227.4167","164.8333","2025-09-18 14:52:45:477"
"1134605055","2025-09-18 14:52:51.000","224287","0","228.6546","163.3454","2025-09-18 14:52:45:594"
"1134605055","2025-09-18 14:52:51.000","224287","0","229.8141","162.2692","2025-09-18 14:52:45:613"
"1134605055","2025-09-18 14:52:51.000","224287","0","232.3105","160.5925","2025-09-18 14:52:45:630"
"1134605055","2025-09-18 14:52:51.000","224287","0","235.0055","159.1143","2025-09-18 14:52:45:645"
"1134605055","2025-09-18 14:52:51.000","224287","0","238.653","156.9251","2025-09-18 14:52:45:661"
"1134605055","2025-09-18 14:52:51.000","224287","0","241.5355","155.2673","2025-09-18 14:52:45:677"
"1134605055","2025-09-18 14:52:51.000","224287","0","244.0941","153.5674","2025-09-18 14:52:45:695"
"1134605055","2025-09-18 14:52:51.000","224287","0","246.7917","151.4583","2025-09-18 14:52:45:711"
"1134605055","2025-09-18 14:52:51.000","224287","0","250.2705","149.2539","2025-09-18 14:52:45:727"
"1134605055","2025-09-18 14:52:51.000","224287","0","255.4365","146.7328","2025-09-18 14:52:45:745"
"1134605055","2025-09-18 14:52:51.000","224287","0","261.4831","143.5921","2025-09-18 14:52:45:762"
"1134605055","2025-09-18 14:52:51.000","224287","0","266.6283","141.0609","2025-09-18 14:52:45:778"
"1134605055","2025-09-18 14:52:51.000","224287","0","269.8128","139.5101","2025-09-18 14:52:45:795"
"1134605055","2025-09-18 14:52:51.000","224287","0","274.5833","137.0417","2025-09-18 14:52:45:811"
"1134605055","2025-09-18 14:52:51.000","224287","0","281.5762","133.9597","2025-09-18 14:52:45:828"
"1134605055","2025-09-18 14:52:51.000","224287","0","287.0277","130.7923","2025-09-18 14:52:45:845"
"1134605055","2025-09-18 14:52:51.000","224287","0","290.6517","128.1768","2025-09-18 14:52:45:861"
"1134605055","2025-09-18 14:52:51.000","224287","0","295.5182","125.277","2025-09-18 14:52:45:878"
"1134605055","2025-09-18 14:52:51.000","224287","0","301.2119","122.5335","2025-09-18 14:52:45:895"
"1134605055","2025-09-18 14:52:51.000","224287","0","306.9753","119.6387","2025-09-18 14:52:45:912"
"1134605055","2025-09-18 14:52:51.000","224287","0","309.1937","118.6273","2025-09-18 14:52:45:928"
"1134605055","2025-09-18 14:52:51.000","224287","0","310.9912","117.7282","2025-09-18 14:52:45:945"
"1134605055","2025-09-18 14:52:51.000","224287","0","312.5788","116.9189","2025-09-18 14:52:45:962"
"1134605055","2025-09-18 14:52:51.000","224287","0","314.0847","116.1244","2025-09-18 14:52:45:979"
"1134605055","2025-09-18 14:52:51.000","224287","0","315.3841","115.3363","2025-09-18 14:52:45:996"
"1134605055","2025-09-18 14:52:51.000","224287","0","316.4968","114.876","2025-09-18 14:52:46:012"
"1134605055","2025-09-18 14:52:51.000","224287","0","317.111","114.611","2025-09-18 14:52:46:029"
"1134605055","2025-09-18 14:52:51.000","224287","0","317.6384","114.514","2025-09-18 14:52:46:045"
"1134605055","2025-09-18 14:52:51.000","224287","0","318.3441","114.3333","2025-09-18 14:52:46:063"
"1134605055","2025-09-18 14:52:51.000","224287","0","319.6706","114.0687","2025-09-18 14:52:46:078"
"1134605055","2025-09-18 14:52:51.000","224287","0","321.1348","114","2025-09-18 14:52:46:097"
"1134605055","2025-09-18 14:52:51.000","224287","0","322.5801","113.6257","2025-09-18 14:52:46:113"
"1134605055","2025-09-18 14:52:51.000","224287","0","324.1384","113.4447","2025-09-18 14:52:46:130"
